productid,rate,cmt,username
,3,,Ranchi
,5,,Gangnapur
,4,,Dehradun
,5,,Arrah
,5,,Barasat
,1,,Mumbai
,1,,Srikakulam
,1,,Ahmedabad
,5,,Tiruchirappalli
,5,,Nalgonda
,4,,Kharar
,5,,Thiruvannamalai
,5,,Aurangabad
,4,,New Delhi
,4,,Rajanna Sircilla District
,5,,Gola Bazar
,4,,Patna
,5,,Dharangaon
,5,,Vijapur
,5,,Jamnagar
,5,,Gyanpur
,5,,Ramgarh
,5,,Haora District
,4,,Faridabad
,5,,Vadodara
,5,,Naugachhia
,5,,Sri Potti Sriramulu Nellore District
,5,,Khamgaon
,4,,Krishna
,5,,Arakonam
,4,,Koraput
,4,,Kollam District
,4,,Kannur
,1,,Navi Mumbai
,4,,Nandurbar
,3,,Kolkata
,5,,Kolkata
,4,,Cheepurupalli
,5,,Jagatsinghapur District
,4,,Warora
,4,,Mayurbhanj District
,4,,Urmar Tanda
,4,,Unnao District
,5,,Haridwar
,5,,New Delhi
,4,,Kollam District
,3,,Bengaluru
,1,,Ahmadnagar District
,3,,Adra
,5,,Paithan Midc
,3,,Banda
,5,,Gondiya District
,5,,Prakasam District
,5,,Haora District
,5,,Jaunpur District
,5,,Nivi
,4,,Tiruppur District
,5,,Bargarh
,5,,Azamgarh
,5,,Morbi
,5,,Sasaram
,5,,Ajmer
,5,,Haora District
,4,,Faridabad
,5,,Vadodara
,5,,Naugachhia
,5,,Sri Potti Sriramulu Nellore District
,5,,Khamgaon
,4,,Krishna
,5,,Arakonam
,4,,Koraput
,4,,Kollam District
,5,,Saiyad Raja
,4,,Palamu
,5,,Haldwani
,5,,Talcher
,5,,Jammu
,5,,Vikramgad
,5,,Muzaffarpur
,5,,Kozhikode District
,5,,Koraput
,4,,Silchar
,5,,Coimbatore
,4,,Murud Janjira
,4,,Shahapur Thane District
,5,,Gudiyatham
,4,,Arambag
,4,,Kasaragod District
,4,,Tanuku
,5,,Pune District
,1,,Kasganj
,4,,Gurugram
,4,,Unnao District
,5,,Haridwar
,5,,New Delhi
,4,,Kollam District
,3,,Bengaluru
,1,,Ahmadnagar District
,3,,Adra
,5,,Paithan Midc
,3,,Banda
,5,,Gondiya District
,4,,Kannur
,1,,Navi Mumbai
,4,,Nandurbar
,3,,Kolkata
,5,,Kolkata
,4,,Cheepurupalli
,5,,Jagatsinghapur District
,4,,Warora
,4,,Mayurbhanj District
,4,,Urmar Tanda
,5,,Prakasam District
,5,,Haora District
,5,,Jaunpur District
,5,,Nivi
,4,,Tiruppur District
,5,,Bargarh
,5,,Azamgarh
,5,,Morbi
,5,,Sasaram
,5,,Ajmer
,5,,Haora District
,4,,Faridabad
,5,,Vadodara
,5,,Naugachhia
,5,,Sri Potti Sriramulu Nellore District
,5,,Khamgaon
,4,,Krishna
,5,,Arakonam
,4,,Koraput
,4,,Kollam District
,5,,Srikakulam District
,5,,Anugul
,5,,Baruni
,1,,Thrissur
,3,,Nandyal
,4,,Mangaluru
,5,,Daringbadi
,1,,Thiruvananthapuram
,1,,Basirhat
,5,,Lucknow
,5,,Udaipura
,1,,Jaipur
,4,,Ahwa
,1,,Chennai
,4,,Hosadurga
,1,,Kolkata
,5,,Lucknow
,3,,West Karbi Anglong District
,1,,New Delhi
,5,,Agra
,5,,New Town
,1,,North East District
,5,,Rampura
,1,,Samalkot
,5,,Solapur
,1,,Jagadanandapur
,4,,Rudrapur
,5,,Dalgaon
,1,,Cuddalore District
,4,,Indore
,5,,Prakasam District
,5,,Haora District
,5,,Jaunpur District
,5,,Nivi
,4,,Tiruppur District
,5,,Bargarh
,5,,Azamgarh
,5,,Morbi
,5,,Sasaram
,5,,Ajmer
,5,,Saiyad Raja
,5,,Mangalore
,5,,Rangia
,5,,Jalpaiguri
,4,,Howrah
,5,,East Godavari District
,3,,Muzaffarnagar District
,5,,Deoria District
,4,,Koothappar
,4,,Pratapgarh
,5,,Cuttack
,5,,Kolkata
,5,,Anantapur District
,5,,Guntur
,1,,Chennai
,4,,Palakkad District
,5,,Bhiwani District
,5,,Kolkata
,5,,Bolpur
,5,,Bengaluru
,5,,Saiyad Raja
,4,,Coimbatore District
,5,,Rangia
,5,,Jalpaiguri
,4,,Howrah
,5,,East Godavari District
,3,,Muzaffarnagar District
,5,,Deoria District
,4,,Koothappar
,4,,Pratapgarh
,5,,Cuttack
,1,,Andipalayam
,1,,Kangra
,2,,Tirunelveli District
,2,,Haldia
,3,,Indore
,5,,Salem District
,3,,Periyakulam
,3,,Chennai
,4,,Chas
,2,,Nautanwa
,5,,Bhiwadi
,1,,Khirkiya
,5,,Jawar
,5,,Krishnagiri
,5,,Agra
,5,,Bagalkot
,4,,Liluah
,4,,New Delhi
,5,,New Delhi
,5,,Jansath
,5,,Visakhapatnam
,4,,Solapur
,4,,Paschim Bardhaman District
,1,,New Delhi
,5,,Rawatsar
,3,,Bidar District
,5,,Pallipalayam
,5,,Uttarpara Kotrung
,4,,Mumbai
,4,,Kannur
,1,,Navi Mumbai
,4,,Nandurbar
,3,,Kolkata
,5,,Kolkata
,4,,Cheepurupalli
,5,,Jagatsinghapur District
,4,,Warora
,4,,Mayurbhanj District
,4,,Urmar Tanda
,5,,Ariyalur District
,5,,Ujhani
,5,,Kondagaon
,5,,Buguda
,2,,Shamli
,5,,Tinsukia District
,4,,Balangir District
,5,,Rae Bareli District
,5,,Kalahandi District
,4,,Tusura
,4,,Bengaluru
,5,,Yadgir District
,5,,Visakhapatnam District
,4,,New Delhi
,5,,Panna District
,5,,Mangaldoi
,5,,Motihari
,5,,Morigaon District
,5,,Tijara
,1,,Delhi
,5,,Chomu
,3,,Santipur
,3,,Aligarh
,1,,Bengaluru
,5,,Nizamabad
,5,,Ghazipur
,5,,Chandigarh
,3,,New Delhi
,5,,Mumbai
,1,,Ranchi
,4,,Coimbatore District
,1,,Andipalayam
,1,,Kangra
,2,,Tirunelveli District
,2,,Haldia
,3,,Indore
,5,,Salem District
,3,,Periyakulam
,3,,Chennai
,4,,Chas
,4,,Bengaluru
,5,,Visakhapatnam District
,4,,New Delhi
,5,,Panna District
,5,,Mangaldoi
,5,,Motihari
,5,,Morigaon District
,5,,Tijara
,1,,Delhi
,5,,Chomu
,5,,Bengaluru
,4,,Gopalganj District
,5,,Matla
,5,,Raebareli
,5,,Cuttack
,4,,Dugda
,4,,Mahrajganj District
,5,,Deesa
,5,,Malappuram District
,4,,Bengaluru
,4,,Faridabad
,1,,New Delhi
,2,,South West Delhi
,5,,New Delhi
,1,,Mumbai
,1,,Mandya
,1,,Mumbai
,1,,Rayachoti
,2,,Varanasi
,1,,Ahmedabad
,4,,Coimbatore District
,1,,Andipalayam
,1,,Kangra
,2,,Tirunelveli District
,2,,Haldia
,3,,Indore
,5,,Salem District
,3,,Periyakulam
,3,,Chennai
,4,,Chas
,4,,Chennai
,4,,Margao
,5,,Holalkere
,5,,Bongaon
,5,,Vazhayur
,5,,Nellore
,5,,Hyderabad
,5,,Chandigarh
,5,,Kolkata
,5,,Faridabad
,5,,New Town
,1,,North East District
,5,,Rampura
,1,,Samalkot
,5,,Solapur
,1,,Jagadanandapur
,4,,Rudrapur
,5,,Dalgaon
,1,,Cuddalore District
,4,,Indore
,4,,Bhadrak
,4,,Asansol
,5,,Aurangabad
,3,,Malda
,5,,Nazira
,3,,Hyderabad
,5,,Visakhapatnam
,5,,Bokaro Steel City
,5,,Allahabad District
,5,,Gandhidham
,5,,Nagaur District
,4,,Khamgaon
,1,,Mahabub Nagar
,1,,Arrah
,2,,New Delhi
,5,,Chanchal
,1,,Purba Bardhaman District
,1,,Deoria
,1,,New Town
,1,,Rajkot
,4,,Bhadrak
,4,,Asansol
,5,,Aurangabad
,3,,Malda
,5,,Nazira
,3,,Hyderabad
,5,,Visakhapatnam
,5,,Bokaro Steel City
,5,,Allahabad District
,5,,Gandhidham
,3,,Faridabad
,5,,Kandhamal District
,4,,Hapur
,5,,Jalaun District
,5,,Nagpur
,4,,Guwahati
,2,,Meerut
,3,,Saran District
,1,,Ghaziabad
,5,,Banka District
